smiles,grammar,rdkit,direction,rdkit_reason,seed
CFOC(=O)C\CCCCCCC(C)31ccccc1I,True,False,LEAK,syntax (ring closure / parens / token),CFOC(=O)CCCCCCCCC(C)1ccccc1I
C(CN(\C(=O)O=CC9(=O)O)3N6(CC(=O)O)CC=O)O,True,False,LEAK,syntax (ring closure / parens / token),C(CN(\C(=O)O=CC9(=O)O)N(CC(=O)O)CC=O)O
CC1=CC=CC=CC(=O)NC2=CC(=C(C=C2)C(=O)N3CCC(C4=C3C=3CC(=C4)Cl)O)C,True,False,LEAK,syntax (ring closure / parens / token),CC1=CC=CC=CC(=O)NC2=CC(=C(C=C2)C(=O)N3CCC(C4=C3C=CC(=C4)Cl)O)C
CCOc1nc26ccc(c2n1Cc3ccc(cc3)c4ccccc4c5[nH]-oc(=O)4n5)C(=O)OCc6c(oc(=O)o6)C,True,False,LEAK,syntax (ring closure / parens / token),CCOc1nc26ccc(c2n1Cc3ccc(cc3)c4ccccc4c5[nH]oc(=O)4n5)C(=O)OCc6c(oc(=O)o6)C
c12ccc(cc1)C(=O8)4c2-ccc2c(c2N)CC(=O)N,True,False,LEAK,syntax (ring closure / parens / token),c12ccc(cc1)C(=O8)c2ccc2c(c2N)CC(=O)N
CCNC(=O)51=3C=CC(=C1)1OC2=CC=C(C=C2)NC(=O)NC=CC(=C(C=C3)Cl)C(F)(F)F,True,False,LEAK,syntax (ring closure / parens / token),CNC(=O)51=3C=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC=CC(=C(C=C3)Cl)C(F)(F)F
CC1C(C(=O)NS(=O)(=O)O)NC(=O)C(=NOC(C)(C)C(=O))C2=CSC(=N2)N,True,False,LEAK,syntax (ring closure / parens / token),CC1C(C(=O)N1S(=O)(=O)O)NC(=O)C(=NOC(C)(C)C(=O)O)C2=CSC(=N2)N
c1cNc(cc1)C(=O)c2cccc(c2c)CC(=O)N,True,False,LEAK,aromaticity / kekulization,c1ccc(cc1)C(=O)c2cccc(c2N)CC(=O)N
c1ccc(cc7)C(CCC[NH3+]2CCCC2)(ccccccc)O,True,False,LEAK,syntax (ring closure / parens / token),c1ccc(cc1)C(CCC[NH3+]2CCCC2)(ccccccc)O
CC(C)NCC(COC11=C4C=CC27=CC=C=C2)O,True,False,LEAK,syntax (ring closure / parens / token),CC(C)NCC(COC11=CC=CC27=CC=C=C2)O
CC1=NC=C(C=C1)C2=NC=C(C=C2#C=CC=C(C=C3)S(=O)(=O)7C)Cl,True,False,LEAK,syntax (ring closure / parens / token),CC1=NC=C(C=C1)C2=NC=C(C=C2C3=CC=C(C=C3)S(=O)(=O)7C)Cl
c1ccc2c(c1)C(=[NH+]c3cccc3S2)N4CC[NH+]7(CC4)CCOCCO,True,False,LEAK,syntax (ring closure / parens / token),c1ccc2c(c1)C(=[NH+]c3cccc3S2)N4CC[NH+](CC4)CCOCCO
Cc1c(cno1)C(=O)Nc2ccc(cc2)7C(F)(F)F,True,False,LEAK,syntax (ring closure / parens / token),Cc1c(cno1)C(=O)Nc2ccc(cc2)C(F)(F)F
CC1=C(C(C(=C(N1)C)C(=O)OCC9[NH+](C)Cc2ccccc2)c93cccc(c3)[N+](=O)[O-])C(=O)OC,True,False,LEAK,aromaticity / kekulization,CC1=C(C(C(=C(N1)C)C(=O)OCC[NH+](C)Cc2ccccc2)c3cccc(c3)[N+](=O)[O-])C(=O)OC
CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](c5ccccc5)NC(=O)OC(C)(C)C)O)O)OC(=O)c6ccccc6)(Cc4)OC(=O)C)5OC)C)OC,True,False,LEAK,syntax (ring closure / parens / token),CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](c5ccccc5)NC(=O)OC(C)(C)C)O)O)OC(=O)c6ccccc6)(CO4)OC(=O)C)5OC)C)OC
C1CC(C\28=3CC=CC=C2C1)C3=N7CCN3,True,False,LEAK,syntax (ring closure / parens / token),C1CC(C28=3CC=CC=C2C1)C3=NCCN3
Ccocc2c(cc1C(=C)c3cc(cc3)C(=O)[O-])C(CCC2(C)C)(C)C,True,False,LEAK,syntax (ring closure / parens / token),Cc1cc2c(cc1C(=C)c3cc(cc3)C(=O)[O-])C(CCC2(C)C)3(C)C
Co(=O)S[C@@H]1CC2=CC(=O)CC[C@@]2([C@@H]3[C@@H]1[C@@H]4CC[C@]5([C@]4CC3)C)CCC(=O)O5,True,False,LEAK,valence too high,Co(=O)S[C@@H]1CC2=CC(=O)CC[C@@]2([C@@H]3[C@@H]1[C@@H]4CC[C@]5([C@]4(CC3)C)CCC(=O)O5)C
cNS(=O)(=O)C7Cc1ccc2c(c1)(c[nH]2)C3CC[NH+](CC3)C,True,False,LEAK,syntax (ring closure / parens / token),cNS(=O)(=O)CCc1ccc2c(c1)(c[nH]2)C3CC[NH+](CC3)C
C1=CC2=C(o=C1OC(F)(F)F)SC(=N2)N,True,False,LEAK,valence too high,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N
CCC1(C(=O)C(CNC=O)C)CC,True,False,LEAK,syntax (ring closure / parens / token),CCC1(C(=O)C(CNC1=O)C)CC
C[C@@H](C(=O)N)1c(c(c(c(cI)C(=O)NC(C6OcO)I)C(=O)NC(CO)CO)I)O,True,False,LEAK,syntax (ring closure / parens / token),C[C@@H](C(=O)N)1c(c(c(c(cI)C(=O)NC(COcCO)I)C(=O)NC(CO)CO)I)O
CC(O)(C)C(C=CC8=C=2=C3(CCC1)O3CO2)C,True,False,LEAK,syntax (ring closure / parens / token),CC(O)(C)C(C=CC1=C=2=C3(CCC1)O3CO2)C
c1ccc(c(c)C2=NCC(=O)Nc3c2cc(cc3)[N+](=O)[O-])Cl,True,False,LEAK,syntax (ring closure / parens / token),c1ccc(c(c1)C2=NCC(=O)Nc3c2cc(cc3)[N+](=O)[O-])Cl
C[C@H](C(=O)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCC[NH2+]C(C)C)NC(=O)[C@H](CC(C)C)N1C(=O)[C@@H](CC(=O)N)NC(=O)[C@H](Cc2ccc(cc2)O)N(C)C(=O)[C@H](CO)NC(=O)[C@@H](Cc3cccnc3)NC(=O)[C@@H](Cc4ccc(cc)Cl)NC(=O)[C@@H](Cc5ccc6ccccc6c5)NC(=O)C,True,False,LEAK,syntax (ring closure / parens / token),C[C@H](C(=O)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCC[NH2+]C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(=O)N)NC(=O)[C@H](Cc2ccc(cc2)O)N(C)C(=O)[C@H](CO)NC(=O)[C@@H](Cc3cccnc3)NC(=O)[C@@H](Cc4ccc(cc)Cl)NC(=O)[C@@H](Cc5ccc6ccccc6c5)NC(=O)C
C[NH+](C)CC3N(Cccc(cc1)OC)c2cc\ccn2,True,False,LEAK,syntax (ring closure / parens / token),C[NH+](C)CC3N(Ccccc(cc1)OC)c2ccccn2
CC1([C@@H](N2[C@H](S1)[C@@H](C=O)N3C(=O)[C@H]([NH2+]C3(C)C)c4ccccc4)C(=O)[O-])C,True,False,LEAK,syntax (ring closure / parens / token),CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)N3C(=O)[C@H]([NH2+]C3(C)C)c4ccccc4)C(=O)[O-])C
C1CCC86(C1)C(CC#oN)NCC=C(C=N2)C=4C=CNC,True,False,LEAK,syntax (ring closure / parens / token),C1CCC8(C1)C(CC#oN)NCC=C(C=N2)C=24C=CNC
COc1ccc(c(c1)O)C(=O)c222ccccc2,True,False,LEAK,syntax (ring closure / parens / token),COc1ccc(c(c1)O)C(=O)c22ccccc2
c1ccc2c(c1)C(=[NH+]c3cccc3S2)N4CC[NH+](CC4)COCCO,True,False,LEAK,aromaticity / kekulization,c1ccc2c(c1)C(=[NH+]c3cccc3S2)N4CC[NH+](CC4)CCOCCO
CC1(OC2CC3C4C8C5=CC(=O)CCC5(CF(C(CC3(C(O1)C(=O)CCl)C)O)F)C)5C,True,False,LEAK,syntax (ring closure / parens / token),CC1(OC2CC3C4C8C5=CC(=O)CCC5(C4(C(CC3(C(O1)C(=O)CCl)C)O)F)C)C
CCN1I(=O)C(NC1=O)C=CC=CC3=C2,True,False,LEAK,syntax (ring closure / parens / token),CCN1I(=O)C(NC1=O)C=CC=CC=C2
CC(C4)NC(=O)C1=CC=C(C2=C1)CNNC,True,False,LEAK,syntax (ring closure / parens / token),CC(C4)NC(=O)C1=CC=C(C=C1)CNNC
CCCSc1nc(c2c(n1)n(nn2)[C@@H]3C[C@@H]([C@H]([C@H]3O)O)OCCO)N[C@@H]4C[C@H]4c5ccc(c(c53)F)F,True,False,LEAK,syntax (ring closure / parens / token),CCCSc1nc(c2c(n1)n(nn2)[C@@H]3C[C@@H]([C@H]([C@H]3O)O)OCCO)N[C@@H]4C[C@H]4c5ccc(c(c5)F)F
Cc1ccc6c(c1)C[NH+]2CCN(CC92)C(c3ccccc3)c4ccc(cc4)Cl,True,False,LEAK,syntax (ring closure / parens / token),Cc1ccc6c(c1)C[NH+]2CCN(CC2)C(c3ccccc3)c4ccc(cc4)Cl
C1=C6(=CC=C1C#N)C(C2=CC=C1(C=C2)C#N)N3C=NC=N3,True,False,LEAK,syntax (ring closure / parens / token),C1=CC(=CC=C1C#N)C(C2=CC=C1(C=C2)C#N)N3C=NC=N3
CNC(=C[N](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C,True,False,LEAK,valence too high,CNC(=C[N](=O)[O-])NCC5SCC1=CSC(=N1)CN(C)C
CC(C)OC(=O)C(C)(C2Oc1ccc(cc18)C(=O)c2ccc(c6c))Cl,True,False,LEAK,syntax (ring closure / parens / token),CC(C)OC(=O)C(C)(C2Oc1ccc(cc18)C(=O)c2ccc(cc))Cl
CC(C=SCC=9C(C=C1)C(=O)c2=CC=CS2)C(=O)O,True,False,LEAK,syntax (ring closure / parens / token),CC(C=SCC=9C(C=C1)C(=O)C2=CC=CS2)C(=O)O
C1=CC=C(C=C1)N2C=C(C=C(C3=O)C3=CCn=CC=C3C#N)C4=CC1=CC=N4,True,False,LEAK,syntax (ring closure / parens / token),C1=CC=C(C=C1)N2C=C(C=C(C3=O)C3=CC=CC=C3C#N)C4=CC=CC=N4
c1cc(ccc1c2ccc(o2)/C=N/NCC(=O)N3=O)[N+](=O)[O-],True,False,LEAK,syntax (ring closure / parens / token),c1cc(ccc1c2ccc(o2)/C=N/N3CC(=O)N3=O)[N+](=O)[O-]
c1cc(ccc1C(=O)NCC(=O)=[O-])N,True,False,LEAK,valence too high,c1cc(ccc1C(=O)NCC(=O)[O-])N
CC(C)cnc(cs1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cc5ccc2)4[C@@H]([C@H](Cc3cc4ccc3)NC(=O)OCcCcncs)O,True,False,LEAK,syntax (ring closure / parens / token),CC(C)cnc(cs1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cc5ccc2)4[C@@H]([C@H](Cc3cc4ccc3)NC(=O)OCcCcncs4)O
C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)8O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)/C)OC,True,False,LEAK,syntax (ring closure / parens / token),C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)/C)OC
c1cc(ccc1C[C@@H](C9(=O)[O-])[NH3+])O,True,False,LEAK,syntax (ring closure / parens / token),c1cc(ccc1C[C@@H](C(=O)[O-])[NH3+])O
CNCCC(C1=CC=CC=1)OC2=CC=C(C=C2)C(F)(F)F,True,False,LEAK,valence too high,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F
c1ccc(cc1)C(CFC[NH3+]-2CCCC2)(ccccccc)O,True,False,LEAK,valence too high,c1ccc(cc1)C(CCC[NH3+]2CCCC2)(ccccccc)O
CCOC(=O)C1(CC[NH+](CC1)C)cFccccc2,True,False,LEAK,syntax (ring closure / parens / token),CCOC(=O)C1(CC[NH+](CC1)C)cccccc2
c61ccn2c(c1)nn(c2=O)CCC[7NH+]3CCN(CC3)c4cccc(c4)5Cl,True,False,LEAK,syntax (ring closure / parens / token),c61ccn2c(c1)nn(c2=O)CCC[7NH+]3CCN(CC3)c4cccc(c4)Cl
cNS(=O)(=O)C7Cc1ccc2c(c1)(c[nH]2)C93CC[NH+](CC3)C,True,False,LEAK,syntax (ring closure / parens / token),cNS(=O)(=O)C7Cc1ccc2c(c1)(c[nH]2)C3CC[NH+](CC3)C
C1CCC(C1)C(CC#N)N2C=C(C=N2)C=C9C=CNC4=NC=N3,True,False,LEAK,syntax (ring closure / parens / token),C1CCC(C1)C(CC#N)N2C=C(C=N2)C=C4C=CNC4=NC=N3
CC(=O)/N=4c\1/n(=nc(s61)S(=O)(=O)N)C,True,False,LEAK,syntax (ring closure / parens / token),CC(=O)/N=4c\1/n(=nc(s1)S(=O)(=O)N)C
CCCNCC(COC19=CC=CC=C1C(=O)CC2C2=CC=CC=C2)O,True,False,LEAK,syntax (ring closure / parens / token),CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O
CC(C)NCC(C2OC=CC=C(C=C1)CCOC)O,True,False,LEAK,syntax (ring closure / parens / token),CC(C)NCC(COC1=CC=C(C=C1)CCOC)O
CC(C)CN7(C[C@H]([C@H](Cc1cHcccc1)NC(=O)O[C@H]/CO[C@@H]3[C@H]2CCO3)2O)S(=O)(=O)c4ccc,True,False,LEAK,syntax (ring closure / parens / token),CC(C)CN(C[C@H]([C@H](Cc1cHcccc1)NC(=O)O[C@H]/CO[C@@H]3[C@H]2CCO3)2O)S(=O)(=O)c4ccc
C[N+]1(C3CC7C1)CC2=C(N3C(C(C3=O)N5C(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-],True,False,LEAK,syntax (ring closure / parens / token),C[N+]1(C3CC7C1)CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-]
CNC(=O)C[NH+](CCN(CCN(C=C(=O)NC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-],True,False,LEAK,valence too high,CNC(=O)C[NH+](CCN(CCN(CC(=O)NC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-]
CC(C)CC1(C(=O)NC(=O)NC21=O)CC=C,True,False,LEAK,syntax (ring closure / parens / token),CC(C)CC1(C(=O)NC(=O)NC1=O)CC=C
c1cnSc25s3c(cO2n1)[I@@H3]4C[C@H]3C[NH2+]C4,True,False,LEAK,syntax (ring closure / parens / token),c1cnSc25s3c(cc2n1)[I@@H3]4C[C@H]3C[NH2+]C4
c1ccc2c(c1)C(=[NH+]c3cc\cc3S2)N4CC[NH+](CC4)CCOCCO,True,False,LEAK,aromaticity / kekulization,c1ccc2c(c1)C(=[NH+]c3ccccc3S2)N4CC[NH+](CC4)CCOCCO
C[N+]1(C9CC7C1)CC=1C(N3C(C(C3=O)NC(=O)C(=NOsC)C4=CSC(=N4)N)SC2)C(O)[O-],True,False,LEAK,syntax (ring closure / parens / token),C[N+]1(C9CC7C1)CC2=C(N3C(C(C3=O)NC(=O)C(=NOsC)C4=CSC(=N4)N)SC2)C(O)[O-]
C1CCC(C1)8C(C2#N)N2C=6C(C=NC)C36=C4C=CNC4=NC=3,True,False,LEAK,syntax (ring closure / parens / token),C1CCC(C1)8C(C2#N)N2C=6C(C=NC)C3=C4C=CNC4=NC=3
CCOcn1nc26ccc(c2n1Cc3ccc(cc3)c4c5cc5cn4c5[nH]oc(=O)4nc)C(=O)OCc6c(oc(=O)o6)C,True,False,LEAK,syntax (ring closure / parens / token),CCOc1nc26ccc(c2n1Cc3ccc(cc3)c4ccc5cn4c5[nH]oc(=O)4nc)C(=O)OCc6c(oc(=O)o6)C
c12cc(cc9O1c)S(=O)(=c)ccc(cc2)N,True,False,LEAK,syntax (ring closure / parens / token),c12cc(cc9O1c)S(=O)(=c)c2cc(cc2)N
CN2CN3CN1CN(C2)C3,True,False,LEAK,syntax (ring closure / parens / token),C1N2CN3CN1CN(C2)C3
CC1CC2CF3CCC4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)F)C,True,False,LEAK,valence too high,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)F)C
c1ccc(cc1)C(CFC[NH3+]-2CCCC)(ccccccc)O,True,False,LEAK,syntax (ring closure / parens / token),c1ccc(cc1)C(CFC[NH3+]-2CCCC2)(ccccccc)O
Cccc2c(cc1C(=C)c3ccc(cc3)C(=O)[O-])C(CCC2(C)C)(C)C,True,False,LEAK,syntax (ring closure / parens / token),Cc1cc2c(cc1C(=C)c3ccc(cc3)C(=O)[O-])C(CCC2(C)C)(C)C
CC(C)NCC(COC161=C4C=CC27=CCC=C2)O,True,False,LEAK,syntax (ring closure / parens / token),CC(C)NCC(COC11=C4C=CC27=CC=C=C2)O
C[C@@H](C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1c[nH]cc1cccc2)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc3c[nH]c4c3cccc4)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc5c[nH]cc5cccc6)C(=O)N[C@H](CC(C)C)3C(=O)N[C@@H](Cc7c[nH]c8c7cccc8)C(=O)NCCO)NC(=O)CNC(=O)[C@H](C(C)C)NC=O,True,False,LEAK,syntax (ring closure / parens / token),C[C@@H](C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1c[nH]c2c1cccc2)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc3c[nH]c4c3cccc4)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc5c[nH]cc5cccc6)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc7c[nH]c8c7cccc8)C(=O)NCCO)NC(=O)CNC(=O)[C@H](C(C)C)NC=O
CNC(=O)C=NC=CC(=C-1)OC2=CC=C(C7=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,True,False,LEAK,syntax (ring closure / parens / token),CNC(=O)C=NC=CC(=C1)OC2=CC=C(C7=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F
C[C@@H](C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1c[nH]c2c1cccc2)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc3c[nH]c4c3cccc4)C(=O)N[C@H](CC6(C)C)C(=O)N[C@@H](Cc5c[nH]c6c5cccc6)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc7c[nH]c8c7cccc8)C(=O)NCCO)NC(=O)CNC(=O)[C@H](C(C)C)NC=O,True,False,LEAK,syntax (ring closure / parens / token),C[C@@H](C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1c[nH]c2c1cccc2)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc3c[nH]c4c3cccc4)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc5c[nH]c6c5cccc6)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc7c[nH]c8c7cccc8)C(=O)NCCO)NC(=O)CNC(=O)[C@H](C(C)C)NC=O
C1COC(=O)N1C2=CC=C(C=C2)N3CC(OC53=O)CNC(=O)C4=CC=C(S4)Cl,True,False,LEAK,syntax (ring closure / parens / token),C1COCC(=O)N1C2=CC=C(C=C2)N3CC(OC3=O)CNC(=O)C4=CC=C(S4)Cl
Cc1c(ccncCS(=O)c2[nH]ccccccn2)OCCCOC,True,False,LEAK,syntax (ring closure / parens / token),Cc1c(ccncCS(=O)c2[nH]c3cccccn2)OCCCOC
COcccc(c(c1)O)C(=O)cccccc2,True,False,LEAK,syntax (ring closure / parens / token),COc1ccc(c(c1)O)C(=O)c2ccccc2
CC1=CC(C(C=C1)O)C(CC5(C(C)C)C(C)C)C2=CC=CC=C2,True,False,LEAK,syntax (ring closure / parens / token),CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2
CCCC(C)C1(C(=O)NC(=O2)NC1=O)CC,True,False,LEAK,syntax (ring closure / parens / token),CCCC(C)C1(C(=O)NC(=O)NC1=O)CC
C1CN8(CCC1N2C=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5sC9C=C(C=C5)F,True,False,LEAK,syntax (ring closure / parens / token),C1CN8(CCC1N2C=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
C1=CC=C(C=C1)N2C=6C(C=C(C3=O)C3=CCn=CC=C3C#N)C4=CC1=CC=N4,True,False,LEAK,syntax (ring closure / parens / token),C1=CC=C(C=C1)N2C=C(C=C(C3=O)C3=CCn=CC=C3C#N)C4=CC1=CC=N4
C(#N)[Fe-2](C#N)(C#N)(C#N)(C#N1)N=O,True,False,LEAK,syntax (ring closure / parens / token),C(#N)[Fe-2](C#N)(C#N)(C#N)(C#N)N=O
CCO1nc26ccc(c2n1Cc3ccc(cc3)c4cccccn4c5[nH]oc(=O)4n5)C(=O)OCc6c(oc(=O)o6)C,True,False,LEAK,syntax (ring closure / parens / token),CCOc1nc26ccc(c2n1Cc3ccc(cc3)c4cccccn4c5[nH]oc(=O)4n5)C(=O)OCc6c(oc(=O)o6)C
C1C2=CC=CC=C2N(B3=CC=CC=C3C=O)B(=O)N,True,False,LEAK,syntax (ring closure / parens / token),C1C2=CC=CC=C2N(B3=CC=CC=C3C1=O)C(=O)N
[H]/[NH+]=C(/C=CC(=O)/C3(=C\C=c2ccc(=C([NH+])o)cc2)/C=CP)\N,True,False,LEAK,syntax (ring closure / parens / token),[H]/[NH+]=C(/C=CC(=O)/C3(=C\C=c2ccc(=C([NH+])N)cc2)/C=CP)\N
CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)CNC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=4C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6,True,False,LEAK,syntax (ring closure / parens / token),CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)CNC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6
CC(Co4)NC(=O)C1=CC=8C(C=C1)CNNC,True,False,LEAK,syntax (ring closure / parens / token),CC(C4)NC(=O)C1=CC=8C(C=C1)CNNC
CSOc1c2ccc,True,False,LEAK,syntax (ring closure / parens / token),CSOc1nc2ccc
Cc1cc2c(cc1C(=C)c3ccc(cc3)C(=O)[O-])C(CCC2(C)5C)(C)C,True,False,LEAK,syntax (ring closure / parens / token),Cc1cc2c(cc1C(=C)c3ccc(cc3)C(=O)[O-])C(CCC2(C)C)(C)C
C1=CC=C(C=C1)C2(C(=O)NC(=O)N)C3=CC=CC=C,True,False,LEAK,syntax (ring closure / parens / token),C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C
CC1=C[C@@H]2[C@H](CC[C@]3([ClH]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]49(C1=CC(=O)CC4)C,True,False,LEAK,syntax (ring closure / parens / token),CC1=C[C@@H]2[C@H](CC[C@]3([ClH]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C
CCOcnc\26ccc(c2n1Cc3ccc(c93)c4c5c=cc4cc[nH]oc(=O)4n5)C(=O)OCc6c(oc(=O)o6)C,True,False,LEAK,syntax (ring closure / parens / token),CCOcnc26ccc(c2n1Cc3ccc(c93)c4c5c=cc4cc[nH]oc(=O)4n5)C(=O)OCc6c(oc(=O)o6)C
CC(C)=C9(=O)C1=CC=3C(CN3C1)CNNC,True,False,LEAK,syntax (ring closure / parens / token),CC(C)=C9(=O)C1=CC=3C(CNC1)CNNC
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@@]2([C@@H]3[C@@H]1[C@@H]4CC[C@]58([C@]4(CC3)C)CCC(=O)O5)C,True,False,LEAK,syntax (ring closure / parens / token),CC(=O)S[C@@H]1CC2=CC(=O)CC[C@@]2([C@@H]3[C@@H]1[C@@H]4CC[C@]5([C@]4(CC3)C)CCC(=O)O5)C
CCCC(=O)OC1(CC2C2C1(CC(C3C2CCC4=CC(=O)CCC3c43C)O)C)C(=O)CO,True,False,LEAK,syntax (ring closure / parens / token),CCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC343C)O)C)C(=O)CO
CCOSC(=O)CCCCCCCCC(C)cccccc1I,True,False,LEAK,syntax (ring closure / parens / token),CCOC(=O)CCCCCCCCC(C)cccccc1I
C6C[C@H](CO)NC4(=O)[C@H]1C[NH+]([C@@H]2Cc3c[nH]c4c3c(ccc4)C2=C1)C,True,False,LEAK,syntax (ring closure / parens / token),C6C[C@H](CO)NC(=O)[C@H]1C[NH+]([C@@H]2Cc3c[nH]c4c3c(ccc4)C2=C1)C
C1=CC=CC(=C1)C=CC3=CC=CC=C3N2C(=O)N,True,False,LEAK,syntax (ring closure / parens / token),C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N
CCCC8(C)C1(C(=O)NC(=[NH+]C1=O)S)=CCC,True,False,LEAK,syntax (ring closure / parens / token),CCCC(C)C1(C(=O)NC(=[NH+]C1=O)S)=CCC
CC(C)[NH2+]C[C@H](COc1cc(cc1)CCOCC2CC2)O,True,False,LEAK,aromaticity / kekulization,CC(C)[NH2+]C[C@@H](COc1ccc(cc1)CCOCC2CC2)O
CC(C(C=CC=CC=C1)O)N,True,False,LEAK,syntax (ring closure / parens / token),CC(C(C1=CC=CC=C1)O)N
CC1=C(C(C(=C(N1)C)C(=O)OCC9-[NH+](C)Cc2ccccc2)c93cccc(c3)[N+](=O)[O-])C(=O)OC,True,False,LEAK,aromaticity / kekulization,CC1=C(C(C(=C(N1)C)C(=O)OCC9[NH+](C)Cc2ccccc2)c93cccc(c3)[N+](=O)[O-])C(=O)OC
